,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
24643,34, ?, 12th,8, Separated, ?, Unmarried, Black, Female,0,0,40, United-States,0
24644,28, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
24645,35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
24646,20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0
24647,31, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0
24648,37, Private, Doctorate,16, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
24649,64, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia,0
24650,42, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
24651,27, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0
24652,36, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States,0
24653,36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
24654,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,0
24655,46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3464,0,40, United-States,0
24656,24, Private, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Jamaica,0
24657,22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
24658,62, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
24659,19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico,0
24660,20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
24661,47, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, ?,1
24662,57, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
24663,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States,0
24664,37, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1
24665,35, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,1
24666,17, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
24667,36, Local-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0
24668,50, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
24669,35, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3942,0,35, United-States,0
24670,27, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, United-States,0
24671,28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,30, United-States,0
24672,29, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States,1
24673,25, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
24674,47, Self-emp-inc, Assoc-acdm,12, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,67, United-States,0
24675,29, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1
24676,19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
24677,49, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
24678,31, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,1
24679,43, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,0
24680,56, Self-emp-not-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24681,42, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
24682,45, Federal-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States,1
24683,40, Private, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
24684,44, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
24685,17, ?, 10th,6, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0
24686,36, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24687,19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
24688,53, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
24689,72, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
24690,46, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States,0
24691,33, Private, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,37, United-States,0
24692,22, Private, 9th,5, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,0
24693,17, ?, 11th,7, Never-married, ?, Other-relative, White, Female,0,0,25, United-States,0
24694,41, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, ?,1
24695,46, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,0
24696,33, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
24697,32, Private, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
24698,52, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
24699,27, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
24700,48, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,1
24701,22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
24702,25, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States,0
24703,60, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,42, United-States,0
24704,38, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
24705,37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
24706,49, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24707,40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
24708,48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,46, United-States,1
24709,31, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
24710,40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,0
24711,25, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,37, United-States,0
24712,68, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,45, United-States,1
24713,18, ?, HS-grad,9, Never-married, ?, Own-child, Black, Female,0,0,20, United-States,0
24714,19, Private, 12th,8, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, United-States,0
24715,35, Self-emp-inc, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,0
24716,28, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,0
24717,53, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,2597,0,40, United-States,0
24718,33, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,41, United-States,0
24719,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
24720,45, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0
24721,36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
24722,34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
24723,32, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
24724,19, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States,0
24725,24, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
24726,34, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
24727,32, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,0
24728,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
24729,31, Private, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,40, Mexico,0
24730,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States,0
24731,47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,85, United-States,1
24732,23, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24733,33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
24734,60, ?, Bachelors,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,2163,25, South,0
24735,17, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,0
24736,67, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States,0
24737,57, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
24738,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Peru,0
24739,53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24740,25, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,50, United-States,1
24741,24, State-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, United-States,1
24742,48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
24743,51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,47, United-States,1
24744,38, Private, HS-grad,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,0
24745,51, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States,1
24746,18, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States,0
24747,23, Private, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,40, United-States,0
24748,42, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,1
24749,34, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35, ?,0
24750,39, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0
24751,20, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,12, United-States,0
24752,39, Private, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
24753,21, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
24754,26, Private, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0
24755,54, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24756,34, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
24757,32, State-gov, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
24758,59, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
24759,24, ?, 11th,7, Married-civ-spouse, ?, Wife, Other, Female,0,0,24, United-States,0
24760,54, Private, Bachelors,13, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,0
24761,54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
24762,67, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,991,0,18, United-States,0
24763,33, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
24764,37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
24765,47, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,25, Germany,0
24766,51, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
24767,45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
24768,19, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,0
24769,58, Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,1
24770,27, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,3325,0,40, United-States,0
24771,36, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1617,40, United-States,0
24772,20, ?, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,0
24773,51, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
24774,45, Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States,0
24775,32, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,3887,0,40, United-States,0
24776,59, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
24777,45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
24778,43, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
24779,54, Private, 10th,6, Divorced, Prof-specialty, Unmarried, White, Male,14344,0,68, United-States,1
24780,20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,32, United-States,0
24781,29, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,42, United-States,0
24782,28, Private, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica,0
24783,18, Self-emp-not-inc, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
24784,49, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
24785,46, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
24786,58, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,30, United-States,0
24787,56, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,0
24788,41, Private, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States,0
24789,50, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States,1
24790,74, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1648,35, United-States,0
24791,30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
24792,62, Private, HS-grad,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
24793,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
24794,29, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
24795,20, ?, Some-college,10, Never-married, ?, Other-relative, Black, Female,0,0,40, United-States,0
24796,36, Private, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Mexico,0
24797,36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
24798,51, Local-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1628,30, United-States,0
24799,37, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, United-States,1
24800,29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24801,17, Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
24802,18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
24803,40, Self-emp-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
24804,26, Self-emp-inc, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
24805,42, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
24806,32, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
24807,33, Private, 9th,5, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico,0
24808,28, ?, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40, United-States,0
24809,43, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States,1
24810,47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24811,37, Private, Some-college,10, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States,0
24812,73, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States,0
24813,37, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Mexico,0
24814,50, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,1
24815,19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,50, United-States,0
24816,32, Local-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
24817,44, Local-gov, Assoc-voc,11, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States,0
24818,20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,0
24819,29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
24820,21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
24821,34, Private, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Germany,0
24822,44, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States,0
24823,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
24824,22, Private, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States,0
24825,39, State-gov, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
24826,26, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Peru,0
24827,29, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States,0
24828,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
24829,49, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
24830,24, Private, Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States,0
24831,26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, ?,0
24832,25, Private, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States,0
24833,30, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
24834,52, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,1
24835,30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24836,20, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
24837,31, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
24838,44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
24839,46, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
24840,31, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States,0
24841,57, Private, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States,0
24842,58, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24843,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24844,23, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
24845,47, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
24846,72, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,28, United-States,1
24847,26, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1876,38, United-States,0
24848,45, Federal-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
24849,48, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States,1
24850,23, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
24851,20, Local-gov, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
24852,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,15, Peru,0
24853,27, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
24854,25, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States,0
24855,45, Private, HS-grad,9, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States,0
24856,53, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
24857,54, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
24858,41, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States,1
24859,23, Private, 9th,5, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, Mexico,0
24860,17, Private, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States,0
24861,42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24862,61, Private, 12th,8, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
24863,57, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,2258,38, United-States,1
24864,21, State-gov, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
24865,44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
24866,48, Private, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Male,0,0,44, United-States,0
24867,46, Private, Prof-school,15, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48, United-States,0
24868,37, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,86, United-States,0
24869,35, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States,0
24870,27, Local-gov, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States,0
24871,28, Private, Some-college,10, Never-married, Sales, Not-in-family, Other, Male,0,0,40, India,0
24872,19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States,0
24873,63, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
24874,69, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
24875,69, ?, Assoc-acdm,12, Widowed, ?, Not-in-family, White, Female,0,0,6, Italy,0
24876,36, State-gov, Assoc-voc,11, Married-spouse-absent, Protective-serv, Own-child, White, Female,0,0,40, Germany,0
24877,20, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0
24878,28, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,0
24879,58, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,38, United-States,0
24880,48, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
24881,39, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,56, United-States,0
24882,38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,44, United-States,0
24883,50, Local-gov, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
24884,35, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
24885,45, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,0
24886,38, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0
24887,54, Private, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,55, United-States,1
24888,42, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, England,0
24889,32, Private, 10th,6, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, ?,0
24890,55, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, ?,1
24891,63, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,0
24892,21, Private, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, Mexico,0
24893,62, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,1
24894,46, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
24895,43, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
24896,35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
24897,37, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
24898,51, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, Mexico,0
24899,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Canada,1
24900,19, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,1602,20, United-States,0
24901,61, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1902,40, United-States,1
24902,61, Private, 9th,5, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,65, United-States,0
